step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,TRANSFER,194405.03,C1535131647,254268.38,59863.35,C863811613,4476468.4,1.42E+07,0,0
8,PAYMENT,16521.82,C611008757,59863.35,43341.53,M1539382844,0,0,0,0
8,PAYMENT,35103.74,C876010114,43341.53,8237.79,M1846768700,0,0,0,0
8,CASH_OUT,145267.94,C268561891,26284,0,C1640747200,40291,431154.83,0,0
8,PAYMENT,5869.02,C1130508577,0,0,M1099038981,0,0,0,0
8,CASH_IN,139071.58,C876953501,20542,159613.58,C344610846,40078,0,0,0
8,CASH_OUT,163547.97,C733262339,30311,0,C1919277981,197,0,0,0
8,CASH_OUT,124107.28,C2039309677,79885,0,C2104652067,3891776.06,3437239.45,0,0
8,TRANSFER,688091.21,C685169008,24732,0,C1092465037,4123.8,2394540.24,0,0
8,PAYMENT,344.14,C905097760,498779,498434.86,M995633719,0,0,0,0
8,PAYMENT,1971.25,C694978108,808,0,M938465080,0,0,0,0
8,PAYMENT,6482.83,C397148247,35210,28727.17,M1834981639,0,0,0,0
8,PAYMENT,2316.39,C550486006,51884,49567.61,M1775303360,0,0,0,0
8,PAYMENT,149.55,C503963925,22408,22258.45,M261084274,0,0,0,0
8,PAYMENT,9353.68,C1390602874,330811,321457.32,M1007295516,0,0,0,0
8,PAYMENT,6695.01,C1834632129,269803,263107.99,M470234716,0,0,0,0
8,PAYMENT,13138.46,C1509142172,200562,187423.54,M905290562,0,0,0,0
8,PAYMENT,6451.87,C177121910,150863,144411.13,M798935213,0,0,0,0
8,PAYMENT,2623.42,C1801262220,22307,19683.58,M1932154134,0,0,0,0
8,PAYMENT,14606.13,C210279455,19683.58,5077.45,M1426777731,0,0,0,0
8,PAYMENT,5770.27,C1458594266,5077.45,0,M2001931511,0,0,0,0
8,PAYMENT,25054.11,C1064504934,0,0,M1028639221,0,0,0,0
8,PAYMENT,36795.31,C1751417143,0,0,M129965176,0,0,0,0
8,PAYMENT,17398.47,C538452695,0,0,M1666930496,0,0,0,0
8,PAYMENT,5000.93,C804921125,0,0,M1348049534,0,0,0,0
8,PAYMENT,13922.48,C825627704,0,0,M149861385,0,0,0,0
8,PAYMENT,10722.42,C1997705478,0,0,M1803845616,0,0,0,0
8,PAYMENT,3098.39,C1779577196,0,0,M396463835,0,0,0,0
8,PAYMENT,10095.85,C1960355720,0,0,M1022045468,0,0,0,0
8,PAYMENT,2092.54,C1200218812,0,0,M1556446144,0,0,0,0
8,PAYMENT,1053.79,C1838183223,0,0,M141959252,0,0,0,0
8,PAYMENT,16170.11,C6467556,0,0,M1997459283,0,0,0,0
8,PAYMENT,8982.62,C426312526,0,0,M539292855,0,0,0,0
8,PAYMENT,23782.8,C892101336,0,0,M878266233,0,0,0,0
8,PAYMENT,16847.28,C1702576591,0,0,M1660780699,0,0,0,0
8,PAYMENT,1705.7,C881923262,0,0,M1242431450,0,0,0,0
8,PAYMENT,2355.44,C1976019565,0,0,M2075133206,0,0,0,0
8,PAYMENT,6424.09,C1194904122,0,0,M1651383848,0,0,0,0
8,PAYMENT,9037.22,C716330186,715,0,M1364290623,0,0,0,0
8,PAYMENT,11202.03,C1354302773,0,0,M1119145556,0,0,0,0
8,PAYMENT,17693.99,C2056832716,101819.98,84125.99,M552762676,0,0,0,0
8,PAYMENT,25130.42,C955929778,84125.99,58995.57,M1549335447,0,0,0,0
8,PAYMENT,2383.52,C1623914614,58995.57,56612.05,M1407332998,0,0,0,0
8,PAYMENT,9036.62,C962044812,322376,313339.38,M575173490,0,0,0,0
8,PAYMENT,573.4,C360068613,881249.4,880676,M1463959599,0,0,0,0
8,CASH_OUT,249597.71,C1393410696,880676,631078.29,C191614132,576846.58,2122191.07,0,0
8,CASH_OUT,24168.06,C851441784,146203,122034.94,C1885712019,901,0,0,0
8,PAYMENT,7478.28,C383591988,61911,54432.72,M1406881784,0,0,0,0
8,CASH_OUT,244734.95,C1862258313,166,0,C1161865950,347868.55,2076683.64,0,0
8,PAYMENT,12473.72,C592353046,38641,26167.28,M1558051277,0,0,0,0
8,PAYMENT,369.31,C1433458977,31466,31096.69,M1173085824,0,0,0,0
8,PAYMENT,3828.23,C306841356,51157,47328.77,M569018137,0,0,0,0
8,PAYMENT,11950.87,C1921055700,407264.7,395313.83,M1770271962,0,0,0,0
8,PAYMENT,2441.82,C733228161,395313.83,392872,M1586738337,0,0,0,0
8,PAYMENT,138.25,C733522684,22223,22084.75,M1674738101,0,0,0,0
8,CASH_OUT,340943.05,C1770557802,22084.75,0,C1590550415,2.09E+07,2.19E+07,0,0
8,CASH_OUT,305922.27,C721229382,92968,0,C705321061,1077,1306261.5,0,0
8,PAYMENT,8940.11,C1149023919,161417,152476.89,M873689156,0,0,0,0
8,PAYMENT,1224.01,C423474285,192,0,M1538317866,0,0,0,0
8,CASH_IN,573527.29,C2061025853,20265,593792.29,C262828207,104409,396394.63,0,0
8,TRANSFER,897970.51,C1441139826,1085,0,C1222590577,0,1196871.13,0,0
8,PAYMENT,6977.36,C562844799,84216,77238.64,M2089852906,0,0,0,0
8,PAYMENT,2285.16,C1088779119,1618,0,M629502621,0,0,0,0
8,PAYMENT,5462.45,C1726608894,24431,18968.55,M511596806,0,0,0,0
8,PAYMENT,5936.55,C1978351533,428395.94,422459.39,M2079635991,0,0,0,0
8,PAYMENT,15047.89,C1385952914,422459.39,407411.5,M1044456366,0,0,0,0
8,CASH_OUT,397379.19,C310076828,100871,0,C1689840534,0,113153.73,0,0
8,PAYMENT,15014.3,C1283539398,77577,62562.7,M1092817314,0,0,0,0
8,CASH_OUT,230785.1,C1984435835,1470,0,C1475909248,0,487776.85,0,0
8,PAYMENT,3952.69,C1071041195,29595,25642.31,M2040472550,0,0,0,0
8,CASH_OUT,263073.58,C543720310,11263,0,C979719862,0,491448.89,0,0
8,CASH_OUT,165903.39,C379957966,36088,0,C985934102,7569828.66,8663416.6,0,0
8,CASH_IN,86962.99,C523215139,36274,123236.99,C731253803,0,470082.93,0,0
8,TRANSFER,1901858,C523186483,215257,0,C1609562230,5371421.7,1.11E+07,0,0
8,PAYMENT,8687.23,C2067292819,21073,12385.77,M1076923640,0,0,0,0
8,PAYMENT,9625.83,C578030436,19444.81,9818.98,M1144262832,0,0,0,0
8,PAYMENT,17851.11,C2082524767,9818.98,0,M942922351,0,0,0,0
8,PAYMENT,8756.77,C975100198,100206,91449.23,M1582038853,0,0,0,0
8,PAYMENT,27790.94,C610500837,91449.23,63658.3,M36034212,0,0,0,0
8,PAYMENT,413.23,C1312745519,14944,14530.77,M1326356346,0,0,0,0
8,CASH_IN,264869.63,C2010272470,728559.71,993429.34,C27489818,50584,0,0,0
8,CASH_OUT,93912.47,C1533946494,993429.34,899516.87,C747979499,147469.62,65098.05,0,0
8,TRANSFER,2352703.57,C1646845612,379262.62,0,C1660095722,0,3806682.25,0,0
8,CASH_OUT,221169.12,C1504063700,0,0,C372017580,1546040.59,4122268.38,0,0
8,PAYMENT,2009.63,C1015516628,49683,47673.37,M370179552,0,0,0,0
8,TRANSFER,1152165.94,C845749296,11732,0,C802935635,182,0,0,0
8,PAYMENT,4807.75,C1520548409,51072,46264.25,M1523086740,0,0,0,0
8,PAYMENT,1351.67,C1336077392,78933,77581.33,M902885640,0,0,0,0
8,CASH_OUT,257708.94,C1660413433,77581.33,0,C459172227,1681439.25,2591462.11,0,0
8,CASH_OUT,55319.42,C2064271590,0,0,C265108079,1303218.82,4937135.42,0,0
8,CASH_OUT,293615.7,C596831163,0,0,C35126588,1.01E+07,1.08E+07,0,0
8,CASH_OUT,237153.77,C301467248,0,0,C1589477624,347650,0,0,0
8,CASH_OUT,5860.83,C1283322267,2055,0,C1283595719,26280.36,0,0,0
8,CASH_IN,493591.94,C1696189834,15572,509163.94,C101084405,15176,0,0,0
8,PAYMENT,6205.3,C1365392801,11589,5383.7,M7891579,0,0,0,0
8,PAYMENT,5750.37,C590000838,710622,704871.63,M150228660,0,0,0,0
8,PAYMENT,16065.53,C1220277566,84675,68609.47,M190019040,0,0,0,0
8,PAYMENT,10947.66,C2098809550,170,0,M1462909495,0,0,0,0
8,CASH_OUT,192961.48,C1077356522,26229,0,C1192983708,0,98055.06,0,0
8,PAYMENT,1139.57,C1348183673,13863,12723.43,M1730398598,0,0,0,0
8,PAYMENT,1817.57,C554087639,14022,12204.43,M1492635498,0,0,0,0
8,PAYMENT,4154.21,C1435685475,20298,16143.79,M738483886,0,0,0,0
8,PAYMENT,3132.87,C951121909,7198,4065.13,M1583014678,0,0,0,0
8,CASH_OUT,211233.71,C488121204,934620.77,723387.06,C395114097,136737,441934.34,0,0
8,PAYMENT,8833.72,C333971287,723387.06,714553.34,M743943553,0,0,0,0
8,PAYMENT,154.15,C631023950,714553.34,714399.19,M2034445578,0,0,0,0
8,CASH_IN,541492.86,C1433561138,30799,572291.86,C1383942363,0,206937.71,0,0
8,PAYMENT,938.45,C1146678456,608,0,M72285092,0,0,0,0
8,PAYMENT,3156.41,C1686482266,585,0,M586185216,0,0,0,0
8,PAYMENT,19018.12,C567181258,0,0,M1378755468,0,0,0,0
8,CASH_IN,205961.45,C453553134,49651,255612.45,C765980478,8651.5,0,0,0
8,TRANSFER,1277389.14,C973730549,48132,0,C1200314947,2308,994391.7,0,0
8,CASH_IN,83172.64,C1760291409,10937,94109.64,C1973491942,7923.27,0,0,0
8,TRANSFER,599231.69,C1266321027,99116,0,C1689374891,1700,855640.88,0,0
8,TRANSFER,127161.51,C359859161,46692,0,C2053639017,91089,143799.17,0,0
8,CASH_OUT,25027.98,C1620624856,168279,143251.02,C1654056127,0,0,0,0
8,CASH_OUT,175519.03,C1469453048,33905,0,C803368825,745,0,0,0
8,CASH_IN,248960.75,C1212667927,442,249402.75,C892686452,359828.19,84046.97,0,0
8,CASH_OUT,285914.71,C1168602893,18365,0,C2031563133,20968,62697.87,0,0
8,TRANSFER,2416072.81,C1672993892,0,0,C1619402333,3205611.37,5810930.82,0,0
8,TRANSFER,1189315.2,C80806712,0,0,C1149273771,1256804.22,6347068.5,0,0
8,TRANSFER,448804.94,C1914758357,0,0,C2109470512,492605.52,6787849.45,0,0
8,TRANSFER,897199.8,C214035075,0,0,C1059781259,1.26E+07,1.36E+07,0,0
8,TRANSFER,45996.07,C1363694467,0,0,C125722707,984896.84,1188993,0,0
8,TRANSFER,656534.25,C1561088593,0,0,C1778300121,1366592.94,3089439.33,0,0
8,TRANSFER,793530.13,C679412585,0,0,C313124964,7500963.82,7930883.53,0,0
8,TRANSFER,1407645.15,C728330519,0,0,C1220897602,3526441.01,1.04E+07,0,0
8,TRANSFER,2370301.7,C950987698,0,0,C1515704208,1.26E+07,1.55E+07,0,0
8,TRANSFER,1247721.57,C126855212,0,0,C1313534832,1742084.28,4605990.97,0,0
8,TRANSFER,174098.54,C1471911935,0,0,C1141137903,8444298.53,1.41E+07,0,0
8,TRANSFER,918047.82,C926590422,0,0,C1869228744,1043746.84,2528711.98,0,0
8,TRANSFER,1123327.8,C2022063096,38978,0,C2078250226,678748.83,4572011.3,0,0
8,CASH_OUT,302067.04,C45228556,0,0,C1300519073,1059148.24,807759.84,0,0
8,PAYMENT,10220.74,C163400138,82654.92,72434.18,M1808484670,0,0,0,0
8,PAYMENT,11500.88,C576448068,72434.18,60933.3,M829035073,0,0,0,0
8,PAYMENT,3320.69,C1383792319,202731,199410.31,M1674174327,0,0,0,0
8,PAYMENT,14851.71,C517827724,41858,27006.29,M2135203084,0,0,0,0
8,CASH_OUT,139658.88,C2060323677,20177,0,C1673971173,8601.71,742688.69,0,0
8,CASH_OUT,162945.4,C1464942868,0,0,C339099861,247634.68,393406.66,0,0
8,PAYMENT,13242.45,C580779646,758540.91,745298.46,M2045422556,0,0,0,0
8,CASH_IN,215008.99,C1945420639,745298.46,960307.44,C1266035080,3116318.87,3232606.04,0,0
8,CASH_IN,341609.29,C779122132,960307.44,1301916.73,C1060041730,6720363.15,1.65E+07,0,0
8,CASH_IN,593358.32,C1674772586,1301916.73,1895275.05,C1475395523,759600.16,147988.14,0,0
8,CASH_IN,251510.06,C1338766215,1895275.05,2146785.12,C265845794,735634.72,3060592.01,0,0
8,CASH_IN,53035.15,C451952410,2146785.12,2199820.27,C58091972,144742.53,59130.14,0,0
8,CASH_IN,82370.55,C922957637,2199820.27,2282190.82,C193864812,238865.54,461760.23,0,0
8,CASH_IN,36859.02,C1277735327,2282190.82,2319049.84,C681835572,67343.84,42910.72,0,0
8,CASH_IN,217797.52,C1559180374,2319049.84,2536847.35,C965197768,339834.57,0,0,0
8,CASH_IN,76294.44,C1199364158,2536847.35,2613141.8,C893038039,78703.7,0,0,0
8,CASH_IN,529859.8,C1777034891,2613141.8,3143001.6,C1317731757,1211338.6,322519.15,0,0
8,CASH_IN,273387.5,C1623627360,3143001.6,3416389.1,C1373467808,973094.87,1031613.74,0,0
8,CASH_IN,320550.07,C1169052586,3416389.1,3736939.17,C1318822808,349900.25,27043.43,0,0
8,CASH_IN,164116.89,C1681051145,3736939.17,3901056.06,C1424731356,744554.7,0,0,0
8,CASH_IN,68235.05,C1449075514,3901056.06,3969291.11,C1439007204,461764.63,479900.59,0,0
8,CASH_IN,81850.34,C41867783,3969291.11,4051141.45,C1116292004,346097.49,105803.76,0,0
8,CASH_IN,136493.9,C897252065,4051141.45,4187635.35,C638551812,314128.32,136940.68,0,0
8,CASH_IN,39387.11,C1204431041,4187635.35,4227022.46,C193826743,55295,0,0,0
8,CASH_IN,74857.01,C1755551217,4227022.46,4301879.47,C309167705,543192.86,102587.94,0,0
8,CASH_IN,21158.62,C477746176,4301879.47,4323038.09,C811597470,135284.65,150792.03,0,0
8,CASH_IN,18715.66,C2125891740,4323038.09,4341753.75,C1014923261,302378.37,1434633.69,0,0
8,CASH_IN,94741.78,C1747725227,4341753.75,4436495.53,C925574515,99895.73,0,0,0
8,CASH_IN,8185.31,C475281218,4436495.53,4444680.85,C1988152146,20766,0,0,0
8,CASH_IN,185686.91,C1314863388,4444680.85,4630367.76,C71555810,674928.13,318323.43,0,0
8,CASH_IN,86570.08,C73906723,4630367.76,4716937.84,C1273939873,609325.92,1525464.32,0,0
8,CASH_IN,392528.02,C220182647,4716937.84,5109465.86,C749672494,1064110.2,1714037.69,0,0
8,CASH_IN,290828.02,C810315953,5109465.86,5400293.89,C1504109395,5420618.13,4324988.42,0,0
8,CASH_IN,11939.5,C132917373,5400293.89,5412233.39,C2107268831,164526,623377.01,0,0
8,CASH_IN,60668.77,C1046686721,5412233.39,5472902.16,C1141137903,8618397.07,1.41E+07,0,0
8,PAYMENT,1223.31,C1313859514,765843,764619.69,M492166970,0,0,0,0
8,CASH_IN,354661.02,C2065474349,29738,384399.02,C762570948,140677.59,3572459.17,0,0
8,CASH_OUT,290639.22,C1555598187,12718,0,C1440282299,101367.37,878239.73,0,0
8,PAYMENT,16436.94,C1845220721,0,0,M1583639547,0,0,0,0
8,PAYMENT,8922.72,C1090502353,10775,1852.28,M1476691574,0,0,0,0
8,CASH_OUT,361541.89,C1801945178,0,0,C893339434,61953.01,1686521.23,0,0
8,PAYMENT,7999.14,C379651454,0,0,M722806861,0,0,0,0
8,TRANSFER,1316333.95,C1465789551,20135,0,C1150610696,0,2040211.46,0,0
8,CASH_OUT,156529.36,C7082894,0,0,C1674899618,1.17E+07,1.26E+07,0,0
8,PAYMENT,10325.71,C511208456,187,0,M481126602,0,0,0,0
8,TRANSFER,1140921.32,C976618084,303909,0,C1793325972,6135.24,6311356.92,0,0
8,PAYMENT,8183.36,C1520862927,194753,186569.64,M132360639,0,0,0,0
8,PAYMENT,17767.79,C1887398577,100656,82888.21,M2052092920,0,0,0,0
8,PAYMENT,5892,C338559619,146,0,M236650472,0,0,0,0
8,PAYMENT,4810.47,C87762552,0,0,M2089634452,0,0,0,0
8,PAYMENT,3177.09,C416511388,0,0,M1097809105,0,0,0,0
8,CASH_IN,222740.86,C490457698,30706,253446.86,C302025300,158,0,0,0
8,PAYMENT,14246.4,C192211643,7582,0,M134742492,0,0,0,0
8,TRANSFER,201821,C809057720,20085,0,C1511785794,0,1949682.33,0,0
8,PAYMENT,12371,C1930598663,256541.78,244170.77,M1604293868,0,0,0,0
8,PAYMENT,2728.7,C399603746,244170.77,241442.07,M1853641629,0,0,0,0
8,PAYMENT,20775.32,C163653108,241442.07,220666.75,M710600916,0,0,0,0
8,PAYMENT,11725.9,C920028629,220666.75,208940.85,M985323561,0,0,0,0
8,PAYMENT,27823.15,C978625551,208940.85,181117.7,M1194715097,0,0,0,0
8,PAYMENT,41352.95,C1162816199,181117.7,139764.75,M693684695,0,0,0,0
8,PAYMENT,8482.75,C909337647,139764.75,131282.01,M1582319135,0,0,0,0
8,PAYMENT,1084.19,C1651852800,131282.01,130197.81,M227290600,0,0,0,0
8,PAYMENT,505.92,C540226154,130197.81,129691.9,M2089806029,0,0,0,0
8,PAYMENT,9948.96,C872608794,129691.9,119742.93,M1477278751,0,0,0,0
8,PAYMENT,17952.78,C1628742934,119742.93,101790.16,M1650385017,0,0,0,0
8,PAYMENT,4204.43,C1105164812,101790.16,97585.72,M1921059756,0,0,0,0
8,PAYMENT,4957.11,C913911039,97585.72,92628.61,M590434145,0,0,0,0
8,PAYMENT,15734.36,C419712529,92628.61,76894.25,M1671621366,0,0,0,0
8,PAYMENT,2021.38,C482557097,76894.25,74872.86,M899686935,0,0,0,0
8,PAYMENT,26581.63,C242189940,74872.86,48291.23,M2054039573,0,0,0,0
8,PAYMENT,734.42,C2144167301,63639,62904.58,M1271480561,0,0,0,0
8,CASH_OUT,157632.31,C971449306,20630,0,C1259769769,27534.5,18833.31,0,0
8,PAYMENT,3380.2,C843225715,0,0,M649539827,0,0,0,0
8,CASH_IN,133817.53,C670577180,52213,186030.53,C893350828,10262,0,0,0
8,PAYMENT,2015.99,C662777034,20781,18765.01,M20364107,0,0,0,0
8,PAYMENT,14518.25,C513352502,252977,238458.75,M2023197227,0,0,0,0
8,TRANSFER,418511.44,C1449004687,155798,0,C232812328,276423.93,2096642.77,0,0
8,PAYMENT,3671.24,C1644567532,11332,7660.76,M902890505,0,0,0,0
8,PAYMENT,3027.99,C1901270602,204132.02,201104.03,M1465861273,0,0,0,0
8,PAYMENT,31847.73,C97840357,201104.03,169256.3,M949506330,0,0,0,0
8,PAYMENT,8391.75,C1368449285,169256.3,160864.55,M2084969506,0,0,0,0
8,PAYMENT,4648.48,C1582789771,39162,34513.52,M608038618,0,0,0,0
8,PAYMENT,24470.59,C1920187281,34513.52,10042.93,M1041764081,0,0,0,0
8,PAYMENT,14779.86,C1527699093,10042.93,0,M277788688,0,0,0,0
8,PAYMENT,10623.76,C2135828131,344,0,M31440957,0,0,0,0
8,CASH_OUT,31937.6,C751310061,3700,0,C1805162633,20151.17,0,0,0
8,PAYMENT,1215.7,C1239639900,0,0,M1201023997,0,0,0,0
8,PAYMENT,7095.01,C943183130,9134,2038.99,M1412743565,0,0,0,0
8,PAYMENT,3016.45,C113219024,2038.99,0,M1887477561,0,0,0,0
8,CASH_OUT,304732.04,C1989745462,57801,0,C435161028,303179.45,0,0,0
8,PAYMENT,2407.99,C72582337,70530,68122.01,M2126024846,0,0,0,0
8,PAYMENT,5646.16,C171290935,0,0,M885738476,0,0,0,0
8,CASH_OUT,265150.98,C749122616,0,0,C1273939873,522755.84,1525464.32,0,0
8,CASH_OUT,320958.86,C371224002,0,0,C464094472,1148892.85,3124312.23,0,0
8,CASH_OUT,462524.98,C834390584,0,0,C1475998599,615754.79,1286372.45,0,0
8,CASH_OUT,348783.91,C1598120904,0,0,C1789550256,4631146.42,4979930.33,0,0
8,CASH_OUT,245998.49,C1180633964,0,0,C1805445027,383703.27,0,0,0
8,CASH_OUT,219159.12,C1401167896,0,0,C968448640,820153.85,3438487.71,0,0
8,CASH_OUT,175046.2,C1006750298,0,0,C691636444,1188014.53,4439070.28,0,0
8,CASH_OUT,38503.71,C1753919793,0,0,C1778801068,1.12E+07,1.18E+07,0,0
8,CASH_OUT,11939.65,C1454424871,0,0,C2029896123,20095,0,0,0
8,CASH_OUT,51440.79,C608615689,0,0,C1677727024,152329,388853.85,0,0
8,TRANSFER,160241.49,C371712193,52088.77,0,C1525944481,11753,437561.96,0,0
8,CASH_OUT,130884.53,C731498509,0,0,C481402298,4432709,8144736.91,0,0
8,CASH_OUT,125773.58,C2069929890,0,0,C177457290,152213.69,159060.37,0,0
8,PAYMENT,12732.3,C1784662834,813,0,M1138171728,0,0,0,0
8,CASH_IN,124494.01,C652963463,56824,181318.01,C1452722471,4079327.17,3197038.27,0,0
8,TRANSFER,346489.68,C1493788791,181318.01,0,C861958315,464494.42,531628.29,0,0
8,PAYMENT,10196.16,C1293626943,1559,0,M919438675,0,0,0,0
8,PAYMENT,14202.78,C1269779035,699707.37,685504.58,M1501022601,0,0,0,0
8,PAYMENT,21733.26,C1292467790,685504.58,663771.32,M397708705,0,0,0,0
8,PAYMENT,9885.11,C653844638,35,0,M1092898377,0,0,0,0
